--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
C:\Users\Lenovo\AppData\Local\Temp\tmpq8j5ahwm_cropped.png	red                      	0.9456
C:\Users\Lenovo\AppData\Local\Temp\tmpr259h2eu_cropped.png	red                      	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmptxrgujtm_cropped.png	rs                       	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpvcnxk2kg_cropped.png	problems                 	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmpx3k890cz_cropped.png	family                   	0.9978
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0_6xyrn4_cropped.png	skincare                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp2jioamen_cropped.png	moisturizers             	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp8i7rb96c_cropped.png	125gm                    	0.9688
C:\Users\Lenovo\AppData\Local\Temp\tmp_1agxwyp_cropped.png	sure                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpbm50811w_cropped.png	dettol                   	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpild7yf_7_cropped.png	trusted                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpjd07j3a__cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpld33k0si_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmpopekjm98_cropped.png	x                        	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmpp9oxb5vc_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpq35t0hjy_cropped.png	packs                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpsi8smqow_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpt7p3xcsq_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpvr1td215_cropped.png	a                        	0.4085
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1f86y4kj_cropped.png	andanopyeric             	0.0460
C:\Users\Lenovo\AppData\Local\Temp\tmp1hqg08w7_cropped.png	paracetamol              	0.9971
C:\Users\Lenovo\AppData\Local\Temp\tmp6i8vn5qe_cropped.png	apex                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp7bj70afj_cropped.png	paracetamol              	0.9346
C:\Users\Lenovo\AppData\Local\Temp\tmp7mayl_ej_cropped.png	apex                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp7u6jde5r_cropped.png	ofchloren                	0.5613
C:\Users\Lenovo\AppData\Local\Temp\tmp8dczz_s2_cropped.png	dosages                  	0.8203
C:\Users\Lenovo\AppData\Local\Temp\tmp77ysn02i_cropped.png	tablets                  	0.9988
C:\Users\Lenovo\AppData\Local\Temp\tmp81vpwgqf_cropped.png	breathing                	0.2480
C:\Users\Lenovo\AppData\Local\Temp\tmp_otydp9f_cropped.png	compositions             	0.8092
C:\Users\Lenovo\AppData\Local\Temp\tmpa4rul388_cropped.png	directedbythe            	0.4149
C:\Users\Lenovo\AppData\Local\Temp\tmpa_r593tv_cropped.png	pharmaceut               	0.7433
C:\Users\Lenovo\AppData\Local\Temp\tmpbt9suxqu_cropped.png	paracetamol              	0.9936
C:\Users\Lenovo\AppData\Local\Temp\tmpcz5x0nkt_cropped.png	paracetamol              	0.9922
C:\Users\Lenovo\AppData\Local\Temp\tmpd6nrkluw_cropped.png	taborcontainst           	0.3578
C:\Users\Lenovo\AppData\Local\Temp\tmpfar97uev_cropped.png	uncoated                 	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpffpllhj0_cropped.png	laboratories             	0.8444
C:\Users\Lenovo\AppData\Local\Temp\tmpis0oujek_cropped.png	maximum                  	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmpithxutls_cropped.png	children                 	0.8267
C:\Users\Lenovo\AppData\Local\Temp\tmpiydj40bh_cropped.png	the                      	0.2141
C:\Users\Lenovo\AppData\Local\Temp\tmpk1ibgu2n_cropped.png	750mg                    	0.9187
C:\Users\Lenovo\AppData\Local\Temp\tmpkib4jgq3_cropped.png	warning                  	0.8979
C:\Users\Lenovo\AppData\Local\Temp\tmpkkygqbcs_cropped.png	ding301c                 	0.0926
C:\Users\Lenovo\AppData\Local\Temp\tmplsq1kjun_cropped.png	p750                     	0.9831
C:\Users\Lenovo\AppData\Local\Temp\tmpn5lzrhru_cropped.png	antipyretic              	0.8593
C:\Users\Lenovo\AppData\Local\Temp\tmpnouiiupb_cropped.png	moisturo                 	0.9653
C:\Users\Lenovo\AppData\Local\Temp\tmpo4_aq2rf_cropped.png	tomporatures             	0.9462
C:\Users\Lenovo\AppData\Local\Temp\tmpo664yjni_cropped.png	compositions             	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmpoouhr65y_cropped.png	containing               	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmppjpzusa6_cropped.png	annigesic                	0.4762
C:\Users\Lenovo\AppData\Local\Temp\tmpqe136z8b_cropped.png	temperatures             	0.8895
C:\Users\Lenovo\AppData\Local\Temp\tmpqwf3dmx1_cropped.png	products                 	0.9971
C:\Users\Lenovo\AppData\Local\Temp\tmpr2rd_7l7_cropped.png	paracetamol              	0.6477
C:\Users\Lenovo\AppData\Local\Temp\tmprp49bly7_cropped.png	physician                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpvytgz6da_cropped.png	analgosic                	0.5196
C:\Users\Lenovo\AppData\Local\Temp\tmpw5bttmpo_cropped.png	products                 	0.9979
C:\Users\Lenovo\AppData\Local\Temp\tmpzq07qfi5_cropped.png	excoeding                	0.9130
C:\Users\Lenovo\AppData\Local\Temp\tmpzrvrf9vi_cropped.png	physician                	0.9982
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp7kqxowtx_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmph0hby8px_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpun45iys6_cropped.png	villa                    	0.9964
C:\Users\Lenovo\AppData\Local\Temp\tmpvnjv45dz_cropped.png	h35                      	0.4752
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp5nn48bcy_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmp49ugcdis_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmp99zy43yb_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpljt6tn9o_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmplxpkbzqa_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmprd_22kto_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpsqq4gd96_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpuwarqy9y_cropped.png	chandigarh               	0.9883
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp4yhpblqb_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmp8fyxhtf9_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp_hbb1fk2_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpdhxsu3a6_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpkmp0bxsr_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpq_r8z9tg_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmpr3bpxmdr_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpvoxbzwqp_cropped.png	to                       	0.9590
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp9pqztkzt_cropped.png	zita                     	0.0072
C:\Users\Lenovo\AppData\Local\Temp\tmp9uwh096o_cropped.png	mivindia                 	0.9766
C:\Users\Lenovo\AppData\Local\Temp\tmpargw8ymf_cropped.png	welcomes                 	0.9775
C:\Users\Lenovo\AppData\Local\Temp\tmpb0z5ixr1_cropped.png	com                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpbnc68s1r_cropped.png	will                     	0.2192
C:\Users\Lenovo\AppData\Local\Temp\tmpckl5y8a2_cropped.png	drive                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpfjq5nw78_cropped.png	monestractionalized      	0.0000
C:\Users\Lenovo\AppData\Local\Temp\tmphjg0w5bf_cropped.png	you                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpi_8thbzq_cropped.png	punjab                   	0.9908
C:\Users\Lenovo\AppData\Local\Temp\tmpqfg1bdyv_cropped.png	nano                     	0.9917
C:\Users\Lenovo\AppData\Local\Temp\tmpxbdv7g6d_cropped.png	tnanonorth               	0.2214
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3jpr7gdg_cropped.png	in                       	0.0573
C:\Users\Lenovo\AppData\Local\Temp\tmp6nmdvw3k_cropped.png	time                     	0.9906
C:\Users\Lenovo\AppData\Local\Temp\tmp266ou1es_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpbqa8w5rj_cropped.png	for                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpbu4kxome_cropped.png	pf                       	0.4823
C:\Users\Lenovo\AppData\Local\Temp\tmpevjxt88l_cropped.png	are                      	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpf04o_iu1_cropped.png	right                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpibzh7t2j_cropped.png	waiting                  	0.9836
C:\Users\Lenovo\AppData\Local\Temp\tmpj06wgvjz_cropped.png	you                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmps_zinpqw_cropped.png	its                      	0.9945
C:\Users\Lenovo\AppData\Local\Temp\tmpv2kpnnvn_cropped.png	to                       	0.1098
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp6pr2o8lv_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpcqwfwtul_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmpdn0sq91l_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmpgw3u0vy6_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpl3p9m5xk_cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmpn3ahkzhy_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpr6o1tfbj_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmpsb5w_n_1_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpw86foopj_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpxf18iq1a_cropped.png	extint                   	0.9708
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp4pob_6xq_cropped.png	18811904                 	0.8344
C:\Users\Lenovo\AppData\Local\Temp\tmp6t7fd766_cropped.png	detective                	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp_yw64faz_cropped.png	221b                     	0.9821
C:\Users\Lenovo\AppData\Local\Temp\tmpr8e93jpz_cropped.png	holmes                   	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpslcm1x8i_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpx6kmuj9j_cropped.png	sherlock                 	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1u83a3yj_cropped.png	adidas                   	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0j2xbrec_cropped.png	2000                     	0.9315
C:\Users\Lenovo\AppData\Local\Temp\tmp0sxqy30o_cropped.png	200g                     	0.9724
C:\Users\Lenovo\AppData\Local\Temp\tmp2jyw2so6_cropped.png	protection               	0.9200
C:\Users\Lenovo\AppData\Local\Temp\tmp53ipm1jw_cropped.png	daburi                   	0.5156
C:\Users\Lenovo\AppData\Local\Temp\tmp64ag1iy9_cropped.png	fights                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp8063py9j_cropped.png	217                      	0.4053
C:\Users\Lenovo\AppData\Local\Temp\tmpaybl13gz_cropped.png	pastactoon               	0.0158
C:\Users\Lenovo\AppData\Local\Temp\tmpbjj945ba_cropped.png	red                      	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmpbzrat1e7_cropped.png	pasiefortelinagums       	0.0491
C:\Users\Lenovo\AppData\Local\Temp\tmpco42cb3j_cropped.png	toothbrush               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpctatvtow_cropped.png	paste4100g               	0.4686
C:\Users\Lenovo\AppData\Local\Temp\tmpf4hzvt8u_cropped.png	roothbru                 	0.5743
C:\Users\Lenovo\AppData\Local\Temp\tmpfk66q_21_cropped.png	red                      	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpg30__ktd_cropped.png	value                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpg74iuw_0_cropped.png	problems                 	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmphiq_luav_cropped.png	red                      	0.9456
C:\Users\Lenovo\AppData\Local\Temp\tmpk2my_pur_cropped.png	rs                       	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpl43mb9z6_cropped.png	family                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpoevmdejb_cropped.png	worth                    	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpplafe6fu_cropped.png	pastetfree               	0.7673
C:\Users\Lenovo\AppData\Local\Temp\tmpq42oiwaz_cropped.png	dental                   	0.9993
C:\Users\Lenovo\AppData\Local\Temp\tmpquqhitsv_cropped.png	proven                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpt6zmx6ud_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpucef5gp9_cropped.png	dabut                    	0.0825
C:\Users\Lenovo\AppData\Local\Temp\tmpz2gwig2d_cropped.png	survedic                 	0.3514
C:\Users\Lenovo\AppData\Local\Temp\tmpzdjv9k0z_cropped.png	clinically               	0.9959
C:\Users\Lenovo\AppData\Local\Temp\tmpzgm75eh7_cropped.png	family                   	0.9978
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp7a4hxfl3_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpc3fmvvyl_cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpgq3yz9kf_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmphm57cdcm_cropped.png	moisturizers             	0.9997
